match_id,inning,total_runs,is_wicket,over,team1,team2,toss_winner,venue,batting_strength,bowling_strength,target_score
733973,1,0.07650517759993186,0.03021989426077607,0.16177922310338594,Mumbai Indians,Punjab Kings,Punjab Kings,"Wankhede Stadium, Mumbai",1.0186383891560833,-1.2848415563679223,0.07650517759993186
733975,1,-0.4225159361568831,0.03021989426077607,0.16177922310338594,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,"Feroz Shah Kotla, Delhi",-0.7322650901106743,0.7628572148842713,-0.4225159361568831
733977,1,-0.3289494773274803,0.03021989426077607,0.16177922310338594,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",-1.522418804631111,-0.059646599420722396,-0.3289494773274803
733979,1,0.13888281681953374,0.03021989426077607,0.16177922310338594,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",0.8008378082715636,0.8385402325786546,0.13888281681953374
733981,1,0.3883933736979412,0.03021989426077607,0.16177922310338594,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,"Feroz Shah Kotla, Delhi",-0.7322650901106743,1.1283599274444278,0.3883933736979412
733983,1,0.6690927501861497,0.03021989426077607,0.16177922310338594,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",1.0186383891560833,-1.635659995621107,0.6690927501861497
733985,1,-0.17300537927847562,0.03021989426077607,0.16177922310338594,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,"Feroz Shah Kotla, Delhi",-0.7322650901106743,0.8385402325786546,-0.17300537927847562
733987,1,2.0414008130173906,0.03021989426077607,0.16177922310338594,Punjab Kings,Chennai Super Kings,Chennai Super Kings,"Barabati Stadium, Odissa",-1.1826083353322794,1.1283599274444278,2.0414008130173906
733989,1,-0.9839146891332999,0.03021989426077607,0.16177922310338594,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,"Sardar Patel Stadium, Motera",0.8008378082715636,-0.059646599420722396,-0.9839146891332999
733991,1,1.01216976589396,0.03021989426077607,0.16177922310338594,Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",-1.522418804631111,-1.2848415563679223,1.01216976589396
733993,1,-0.7032153126450915,0.03021989426077607,0.16177922310338594,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,"Feroz Shah Kotla, Delhi",-0.7322650901106743,-0.059646599420722396,-0.7032153126450915
733995,1,-0.26657183810787843,0.03021989426077607,0.16177922310338594,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,"Wankhede Stadium, Mumbai",1.0186383891560833,1.1283599274444278,-0.26657183810787843
733997,1,-0.5160823949862859,0.03021989426077607,0.16177922310338594,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,"Barabati Stadium, Odissa",-1.1826083353322794,0.8385402325786546,-0.5160823949862859
733999,1,0.7626592090155524,0.03021989426077607,0.16177922310338594,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",-1.522418804631111,0.7628572148842713,0.7626592090155524
734001,1,-0.26657183810787843,0.03021989426077607,0.16177922310338594,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0.0041424927857442164,0.9877133236792895,-0.26657183810787843
734003,1,-0.5472712145960869,0.03021989426077607,0.16177922310338594,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,"JSCA International Stadium Complex, Ranchi",1.1548717882113313,0.7628572148842713,-0.5472712145960869
734005,1,0.6379039305763486,0.03021989426077607,0.16177922310338594,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",-1.522418804631111,-0.8199096937833075,0.6379039305763486
734007,1,1.2304915031625665,0.03021989426077607,0.16177922310338594,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0.0041424927857442164,-1.2848415563679223,1.2304915031625665
734009,1,-0.7655929518646933,0.03021989426077607,0.16177922310338594,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,"Barabati Stadium, Odissa",0.8741460466168111,0.9877133236792895,-0.7655929518646933
734011,1,1.1057362247233626,0.03021989426077607,0.16177922310338594,Rajasthan Royals,Delhi Capitals,Delhi Capitals,"Sardar Patel Stadium, Motera",0.8008378082715636,-0.8199096937833075,1.1057362247233626
734013,1,-0.8591594106940962,0.03021989426077607,0.16177922310338594,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,"JSCA International Stadium Complex, Ranchi",1.1548717882113313,-1.635659995621107,-0.8591594106940962
734015,1,-0.7344041322548924,0.03021989426077607,0.16177922310338594,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0.0041424927857442164,0.8385402325786546,-0.7344041322548924
734017,1,0.3883933736979412,0.03021989426077607,0.16177922310338594,Rajasthan Royals,Mumbai Indians,Mumbai Indians,"Sardar Patel Stadium, Motera",0.8008378082715636,0.9877133236792895,0.3883933736979412
734019,1,-0.04825010083927188,0.03021989426077607,0.16177922310338594,Delhi Capitals,Punjab Kings,Punjab Kings,"Feroz Shah Kotla, Delhi",-0.7322650901106743,-1.2848415563679223,-0.04825010083927188
734021,1,-0.17300537927847562,0.03021989426077607,0.16177922310338594,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0.0041424927857442164,-1.635659995621107,-0.17300537927847562
734023,1,-0.3601382969372812,0.03021989426077607,0.16177922310338594,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",0.8741460466168111,1.1283599274444278,-0.3601382969372812
734025,1,-0.29776065771767934,0.03021989426077607,0.16177922310338594,Punjab Kings,Mumbai Indians,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",-1.1826083353322794,0.9877133236792895,-0.29776065771767934
734027,1,0.9186033070645571,0.03021989426077607,0.16177922310338594,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",0.8741460466168111,-1.635659995621107,0.9186033070645571
734029,1,0.6067151109665477,0.03021989426077607,0.16177922310338594,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,"JSCA International Stadium Complex, Ranchi",1.1548717882113313,-0.059646599420722396,0.6067151109665477
734031,1,0.23244927564893653,0.03021989426077607,0.16177922310338594,Mumbai Indians,Delhi Capitals,Delhi Capitals,"Wankhede Stadium, Mumbai",1.0186383891560833,-0.8199096937833075,0.23244927564893653
734033,1,0.41958219330774216,0.03021989426077607,0.16177922310338594,Punjab Kings,Rajasthan Royals,Rajasthan Royals,"Punjab Cricket Association IS Bindra Stadium, Mohali",-1.1826083353322794,0.7628572148842713,0.41958219330774216
734035,1,-0.3601382969372812,0.03021989426077607,0.16177922310338594,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",-1.522418804631111,1.1283599274444278,-0.3601382969372812
734037,1,-0.17300537927847562,0.03021989426077607,0.16177922310338594,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",0.8741460466168111,-0.059646599420722396,-0.17300537927847562
